Area_territoriale,Regione,Prov,Comune_ISTAT,Comune_cat,Sez,Comune_amm,Comune_descrizione,Fascia,Zona,LinkZona,Cod_Tip,Descr_Tipologia,Stato,Stato_prev,Compr_min,Compr_max,Sup_NL_compr,semester
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,21,Abitazioni di tipo economico,NORMALE,P,1300,1600,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,21,Abitazioni di tipo economico,OTTIMO, ,1650,2200,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,13,Box,NORMALE,P,900,1500,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,1,Ville e Villini,NORMALE,P,1800,2350,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,1,Ville e Villini,OTTIMO, ,2400,2750,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,9,Magazzini,NORMALE,P,450,550,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,5,Negozi,NORMALE,P,800,1400,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,6,Uffici,OTTIMO,P,900,1500,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,18,Uffici strutturati,OTTIMO,P,1700,2250,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,8,Capannoni industriali,OTTIMO,P,600,850,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,7,Capannoni tipici,OTTIMO,P,600,900,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,10,Laboratori,NORMALE,P,500,650,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,20,Abitazioni civili,OTTIMO, ,2150,3200,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,20,Abitazioni civili,NORMALE,P,1700,2100,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,21,Abitazioni di tipo economico,OTTIMO, ,1750,1900,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,21,Abitazioni di tipo economico,NORMALE,P,1400,1750,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,13,Box,NORMALE,P,950,1500,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,9,Magazzini,NORMALE,P,300,450,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,5,Negozi,NORMALE,P,900,1550,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,6,Uffici,OTTIMO,P,1350,1900,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,18,Uffici strutturati,OTTIMO,P,1750,2650,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,8,Capannoni industriali,OTTIMO,P,700,950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,7,Capannoni tipici,OTTIMO,P,700,950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E6,MI00004785,10,Laboratori,NORMALE,P,700,950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,20,Abitazioni civili,OTTIMO, ,2100,2700,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,20,Abitazioni civili,NORMALE,P,1500,2100,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,21,Abitazioni di tipo economico,OTTIMO, ,1650,1950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,21,Abitazioni di tipo economico,NORMALE,P,1200,1600,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,13,Box,NORMALE,P,1000,1500,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,9,Magazzini,NORMALE,P,350,500,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,5,Negozi,NORMALE,P,700,1300,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,6,Uffici,OTTIMO,P,1250,1600,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,18,Uffici strutturati,OTTIMO,P,1400,2200,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,8,Capannoni industriali,OTTIMO,P,750,900,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,7,Capannoni tipici,OTTIMO,P,700,900,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E7,MI00004786,10,Laboratori,NORMALE,P,600,1000,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,20,Abitazioni civili,OTTIMO, ,2000,2800,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,20,Abitazioni civili,NORMALE,P,1600,1950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,21,Abitazioni di tipo economico,OTTIMO, ,1650,2100,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,21,Abitazioni di tipo economico,NORMALE,P,1400,1650,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,13,Box,NORMALE,P,1000,1400,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,9,Magazzini,NORMALE,P,400,600,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,5,Negozi,NORMALE,P,900,1550,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,6,Uffici,OTTIMO,P,1100,1600,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,18,Uffici strutturati,OTTIMO,P,1550,2000,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,8,Capannoni industriali,OTTIMO,P,700,950,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,7,Capannoni tipici,OTTIMO,P,750,1000,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E8,MI00004787,10,Laboratori,NORMALE,P,600,850,L,2021-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,20,Abitazioni civili,NORMALE,P,8700,10900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,20,Abitazioni civili,OTTIMO, ,11000,15300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,19,Abitazioni signorili,OTTIMO,P,13000,20000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,19,Abitazioni signorili,NORMALE, ,9300,12900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,13,Box,NORMALE,P,4500,6500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,9,Magazzini,NORMALE,P,2250,3500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,5,Negozi,OTTIMO, ,14600,29000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,5,Negozi,NORMALE,P,9000,14500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,6,Uffici,OTTIMO,P,9000,13000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,18,Uffici strutturati,OTTIMO,P,9500,17000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B12,MI00003228,10,Laboratori,NORMALE,P,2700,3200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,20,Abitazioni civili,NORMALE,P,6700,8700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,20,Abitazioni civili,OTTIMO, ,8800,10200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,19,Abitazioni signorili,OTTIMO,P,9700,12500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,19,Abitazioni signorili,NORMALE, ,7100,9700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,13,Box,NORMALE,P,2650,3800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,9,Magazzini,NORMALE,P,1550,2300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,5,Negozi,OTTIMO, ,6800,9000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,5,Negozi,NORMALE,P,4000,6700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,6,Uffici,OTTIMO,P,5500,8300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,18,Uffici strutturati,OTTIMO,P,6500,9000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B13,MI00003232,10,Laboratori,NORMALE,P,2200,2900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,20,Abitazioni civili,NORMALE,P,9500,12000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,20,Abitazioni civili,OTTIMO, ,12100,16000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,19,Abitazioni signorili,OTTIMO,P,14000,21000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,19,Abitazioni signorili,NORMALE, ,10000,13900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,13,Box,NORMALE,P,4000,5500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,9,Magazzini,NORMALE,P,1600,2500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,5,Negozi,OTTIMO, ,11400,20000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,5,Negozi,NORMALE,P,7100,11300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,6,Uffici,OTTIMO,P,6500,11000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,18,Uffici strutturati,OTTIMO,P,7000,12000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B15,MI00003544,10,Laboratori,NORMALE,P,2600,3500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,20,Abitazioni civili,NORMALE,P,7000,9400,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,20,Abitazioni civili,OTTIMO, ,9500,14000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,19,Abitazioni signorili,OTTIMO,P,10800,16000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,19,Abitazioni signorili,NORMALE, ,8000,10700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,13,Box,NORMALE,P,3700,5500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,9,Magazzini,NORMALE,P,1400,2000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,5,Negozi,OTTIMO, ,8000,10000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,5,Negozi,NORMALE,P,4400,7900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,6,Uffici,OTTIMO,P,4600,8300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,18,Uffici strutturati,OTTIMO,P,6000,9500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B16,MI00003545,10,Laboratori,NORMALE,P,2300,3000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,20,Abitazioni civili,NORMALE,P,6100,8200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,20,Abitazioni civili,OTTIMO, ,7900,11500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,19,Abitazioni signorili,OTTIMO,P,10300,14000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,19,Abitazioni signorili,NORMALE, ,8000,10200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,13,Box,NORMALE,P,2700,4100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,9,Magazzini,NORMALE,P,1100,1500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,5,Negozi,OTTIMO, ,6200,9000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,5,Negozi,NORMALE,P,4400,6100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,6,Uffici,OTTIMO,P,4700,7400,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,18,Uffici strutturati,OTTIMO,P,5300,8000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B17,MI00004767,10,Laboratori,NORMALE,P,1600,2300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,20,Abitazioni civili,OTTIMO, ,9100,13000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,20,Abitazioni civili,NORMALE,P,6500,9000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,13,Box,NORMALE,P,3300,4800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,9,Magazzini,NORMALE,P,1200,1700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,5,Negozi,NORMALE,P,5000,8600,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,5,Negozi,OTTIMO, ,8700,14000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,6,Uffici,OTTIMO,P,5500,8000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,18,Uffici strutturati,OTTIMO,P,6500,10000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B18,MI00004768,10,Laboratori,NORMALE,P,2100,2850,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,20,Abitazioni civili,NORMALE,P,6500,9000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,20,Abitazioni civili,OTTIMO, ,9100,12000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,19,Abitazioni signorili,OTTIMO,P,12600,15000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,19,Abitazioni signorili,NORMALE, ,9000,12500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,13,Box,NORMALE,P,2600,4300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,9,Magazzini,NORMALE,P,950,1500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,5,Negozi,OTTIMO,P,6200,9200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,5,Negozi,NORMALE, ,3800,6100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,6,Uffici,OTTIMO,P,5000,8800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,18,Uffici strutturati,OTTIMO,P,5800,10000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B19,MI00004769,10,Laboratori,NORMALE,P,1300,2050,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,20,Abitazioni civili,OTTIMO, ,7300,9700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,20,Abitazioni civili,NORMALE,P,5200,7200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,13,Box,NORMALE,P,2750,4100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,9,Magazzini,NORMALE,P,900,1300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,5,Negozi,NORMALE,P,3500,4900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,5,Negozi,OTTIMO, ,5000,7600,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,6,Uffici,OTTIMO,P,3500,5900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,18,Uffici strutturati,OTTIMO,P,3900,6400,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B20,MI00004770,10,Laboratori,NORMALE,P,1100,1800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,20,Abitazioni civili,OTTIMO, ,7400,9500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,20,Abitazioni civili,NORMALE,P,5000,7300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,13,Box,NORMALE,P,2500,3900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,9,Magazzini,NORMALE,P,700,1100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,5,Negozi,NORMALE,P,3300,4500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,5,Negozi,OTTIMO, ,4600,7100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,6,Uffici,OTTIMO,P,3500,5500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,18,Uffici strutturati,OTTIMO,P,3800,6000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,B,B21,MI00004771,10,Laboratori,NORMALE,P,1150,1750,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,20,Abitazioni civili,OTTIMO, ,7200,10300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,20,Abitazioni civili,NORMALE,P,5500,7100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,13,Box,NORMALE,P,2600,4300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,9,Magazzini,NORMALE,P,900,1200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,5,Negozi,NORMALE, ,3700,5200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,5,Negozi,OTTIMO,P,5300,8500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,6,Uffici,OTTIMO,P,4800,6500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,18,Uffici strutturati,OTTIMO,P,4200,7000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C12,MI00000307,10,Laboratori,NORMALE,P,1500,2300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C13,MI00003667,20,Abitazioni civili,OTTIMO,P,8300,12500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C13,MI00003667,19,Abitazioni signorili,OTTIMO,P,9500,14000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C13,MI00003667,13,Box,NORMALE,P,2600,3600,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C14,MI00003668,20,Abitazioni civili,NORMALE, ,4800,6600,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C14,MI00003668,20,Abitazioni civili,OTTIMO,P,10500,15700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C14,MI00003668,19,Abitazioni signorili,OTTIMO,P,13500,19000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C14,MI00003668,13,Box,NORMALE,P,2800,4200,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C14,MI00003668,18,Uffici strutturati,OTTIMO,P,6500,8500,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,20,Abitazioni civili,NORMALE,P,4100,5800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,20,Abitazioni civili,OTTIMO, ,5900,7800,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,13,Box,NORMALE,P,1650,3100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,1,Ville e Villini,NORMALE,P,3500,5400,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,1,Ville e Villini,OTTIMO, ,5500,6300,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,9,Magazzini,NORMALE,P,700,1100,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,5,Negozi,OTTIMO, ,3100,4900,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,5,Negozi,NORMALE,P,2200,3000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,6,Uffici,OTTIMO,P,3000,4700,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,18,Uffici strutturati,OTTIMO,P,3700,6000,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C15,MI00003669,10,Laboratori,NORMALE,P,1000,1400,L,2025-2
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,C,C16,MI00004772,20,Abitazioni civili,OTTIMO, ,6500,9000,L,2025-2
