Area_territoriale,Regione,Prov,Comune_ISTAT,Comune_cat,Sez,Comune_amm,Comune_descrizione,Fascia,Zona,LinkZona,Cod_Tip,Descr_Tipologia,Stato,Stato_prev,Compr_min,Compr_max,Sup_NL_compr,semester
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D18,MI00000325,18,Uffici strutturati,OTTIMO,P,2100,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D18,MI00000325,8,Capannoni industriali,OTTIMO,P,800,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D18,MI00000325,7,Capannoni tipici,OTTIMO,P,850,1150,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D18,MI00000325,10,Laboratori,NORMALE,P,800,1250,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,20,Abitazioni civili,OTTIMO, ,4200,5600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,20,Abitazioni civili,NORMALE,P,2900,4100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,21,Abitazioni di tipo economico,OTTIMO, ,2850,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,21,Abitazioni di tipo economico,NORMALE,P,2500,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,13,Box,NORMALE,P,1300,2200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,9,Magazzini,NORMALE,P,600,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,5,Negozi,OTTIMO, ,2200,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,5,Negozi,NORMALE,P,1500,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,6,Uffici,OTTIMO,P,1750,2700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,18,Uffici strutturati,OTTIMO,P,2200,3200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,8,Capannoni industriali,OTTIMO,P,800,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,7,Capannoni tipici,OTTIMO,P,800,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D20,MI00000327,10,Laboratori,NORMALE,P,800,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,20,Abitazioni civili,OTTIMO, ,3900,5000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,20,Abitazioni civili,NORMALE,P,2500,3800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,21,Abitazioni di tipo economico,OTTIMO, ,2650,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,21,Abitazioni di tipo economico,NORMALE,P,2000,2600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,13,Box,NORMALE,P,1200,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,9,Magazzini,NORMALE,P,600,950,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,5,Negozi,OTTIMO, ,2250,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,5,Negozi,NORMALE,P,1450,2200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,6,Uffici,OTTIMO,P,1850,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,18,Uffici strutturati,OTTIMO,P,2400,3200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,8,Capannoni industriali,OTTIMO,P,800,1050,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,7,Capannoni tipici,OTTIMO,P,800,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D21,MI00000328,10,Laboratori,NORMALE,P,700,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,20,Abitazioni civili,OTTIMO, ,4300,6300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,20,Abitazioni civili,NORMALE,P,2600,4300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,21,Abitazioni di tipo economico,OTTIMO,P,2700,3200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,21,Abitazioni di tipo economico,NORMALE, ,2100,2650,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,13,Box,NORMALE,P,1700,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,9,Magazzini,NORMALE,P,550,850,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,5,Negozi,OTTIMO, ,2300,3400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,5,Negozi,NORMALE,P,1500,2250,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,6,Uffici,OTTIMO,P,1700,3000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,18,Uffici strutturati,OTTIMO,P,1950,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,8,Capannoni industriali,OTTIMO,P,750,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,7,Capannoni tipici,OTTIMO,P,800,1050,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D24,MI00000331,10,Laboratori,NORMALE,P,850,1350,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,20,Abitazioni civili,OTTIMO, ,3500,4400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,20,Abitazioni civili,NORMALE,P,2800,3400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,21,Abitazioni di tipo economico,OTTIMO, ,2950,3400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,21,Abitazioni di tipo economico,NORMALE,P,2000,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,13,Box,NORMALE,P,1500,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,9,Magazzini,NORMALE,P,400,650,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,5,Negozi,OTTIMO, ,2150,2750,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,5,Negozi,NORMALE,P,1500,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,6,Uffici,OTTIMO,P,1500,2000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,18,Uffici strutturati,OTTIMO,P,2000,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,8,Capannoni industriali,OTTIMO,P,750,950,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,7,Capannoni tipici,OTTIMO,P,850,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D25,MI00000332,10,Laboratori,NORMALE,P,550,900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,20,Abitazioni civili,OTTIMO, ,4200,5000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,20,Abitazioni civili,NORMALE,P,3100,4100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,21,Abitazioni di tipo economico,NORMALE,P,2600,2950,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,21,Abitazioni di tipo economico,OTTIMO, ,3000,3600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,13,Box,NORMALE,P,1500,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,1,Ville e Villini,NORMALE,P,2900,3800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,1,Ville e Villini,OTTIMO, ,3900,4800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,9,Magazzini,NORMALE,P,450,600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,5,Negozi,NORMALE,P,1050,1450,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,6,Uffici,OTTIMO,P,1450,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,18,Uffici strutturati,OTTIMO,P,2200,3000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,8,Capannoni industriali,OTTIMO,P,650,850,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,7,Capannoni tipici,OTTIMO,P,700,900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D28,MI00000335,10,Laboratori,NORMALE,P,600,900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,20,Abitazioni civili,OTTIMO, ,3600,5200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,20,Abitazioni civili,NORMALE,P,2750,3500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,21,Abitazioni di tipo economico,OTTIMO, ,2550,3400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,21,Abitazioni di tipo economico,NORMALE,P,2000,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,13,Box,NORMALE,P,1550,2300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,9,Magazzini,NORMALE,P,550,900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,5,Negozi,OTTIMO, ,1800,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,5,Negozi,NORMALE,P,1400,1750,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,6,Uffici,OTTIMO,P,1700,2600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,18,Uffici strutturati,OTTIMO,P,2400,3500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,8,Capannoni industriali,OTTIMO,P,850,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,7,Capannoni tipici,OTTIMO,P,950,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D30,MI00004777,10,Laboratori,NORMALE,P,850,1300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,20,Abitazioni civili,OTTIMO, ,4200,5000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,20,Abitazioni civili,NORMALE,P,2600,4100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,21,Abitazioni di tipo economico,OTTIMO, ,2600,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,21,Abitazioni di tipo economico,NORMALE,P,1850,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,13,Box,NORMALE,P,1250,1700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,9,Magazzini,NORMALE,P,600,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,5,Negozi,NORMALE,P,1600,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,6,Uffici,OTTIMO,P,1600,2600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,18,Uffici strutturati,OTTIMO,P,2200,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,8,Capannoni industriali,OTTIMO,P,800,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,7,Capannoni tipici,OTTIMO,P,850,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D31,MI00004778,10,Laboratori,NORMALE,P,700,1350,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,20,Abitazioni civili,OTTIMO, ,2950,4300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,20,Abitazioni civili,NORMALE,P,2200,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,21,Abitazioni di tipo economico,NORMALE,P,1700,2200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,21,Abitazioni di tipo economico,OTTIMO, ,2300,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,13,Box,NORMALE,P,1100,1800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,1,Ville e Villini,NORMALE,P,1850,2700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,1,Ville e Villini,OTTIMO, ,2800,4000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,9,Magazzini,NORMALE,P,500,850,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,5,Negozi,NORMALE,P,1300,2000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,6,Uffici,OTTIMO,P,1600,2200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,18,Uffici strutturati,OTTIMO,P,1850,2700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,8,Capannoni industriali,OTTIMO,P,850,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,7,Capannoni tipici,OTTIMO,P,900,1250,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D32,MI00004779,10,Laboratori,NORMALE,P,700,1250,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,20,Abitazioni civili,OTTIMO, ,3800,4300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,20,Abitazioni civili,NORMALE,P,2650,3700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,21,Abitazioni di tipo economico,OTTIMO, ,2650,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,21,Abitazioni di tipo economico,NORMALE,P,2200,2600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,13,Box,NORMALE,P,1150,1700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,9,Magazzini,NORMALE,P,450,700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,5,Negozi,NORMALE,P,1350,2000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,6,Uffici,OTTIMO,P,1600,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,18,Uffici strutturati,OTTIMO,P,2000,2650,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,8,Capannoni industriali,OTTIMO,P,800,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,7,Capannoni tipici,OTTIMO,P,900,1250,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D33,MI00004780,10,Laboratori,NORMALE,P,700,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,20,Abitazioni civili,OTTIMO, ,4100,4700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,20,Abitazioni civili,NORMALE,P,2700,4000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,21,Abitazioni di tipo economico,OTTIMO, ,2850,3500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,21,Abitazioni di tipo economico,NORMALE,P,2300,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,13,Box,NORMALE,P,1100,1600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,9,Magazzini,NORMALE,P,550,800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,5,Negozi,NORMALE,P,1150,1800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,6,Uffici,OTTIMO,P,1600,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,18,Uffici strutturati,OTTIMO,P,2200,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,8,Capannoni industriali,OTTIMO,P,750,1000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,7,Capannoni tipici,OTTIMO,P,800,1050,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D34,MI00004781,10,Laboratori,NORMALE,P,650,950,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,20,Abitazioni civili,OTTIMO, ,4100,4900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,20,Abitazioni civili,NORMALE,P,2550,4000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,21,Abitazioni di tipo economico,OTTIMO, ,2600,3300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,21,Abitazioni di tipo economico,NORMALE,P,2100,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,13,Box,NORMALE,P,1300,2100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,9,Magazzini,NORMALE,P,650,850,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,5,Negozi,NORMALE,P,1500,2600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,6,Uffici,OTTIMO,P,1750,2650,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,18,Uffici strutturati,OTTIMO,P,2250,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,8,Capannoni industriali,OTTIMO,P,850,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,7,Capannoni tipici,OTTIMO,P,900,1300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D35,MI00004782,10,Laboratori,NORMALE,P,750,1300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,20,Abitazioni civili,OTTIMO, ,4500,6200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,20,Abitazioni civili,NORMALE,P,3100,4400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,21,Abitazioni di tipo economico,OTTIMO, ,3200,4000,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,21,Abitazioni di tipo economico,NORMALE,P,2300,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,13,Box,NORMALE,P,1700,2500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,9,Magazzini,NORMALE,P,500,800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,5,Negozi,NORMALE,P,1850,3200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,6,Uffici,OTTIMO,P,1800,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,18,Uffici strutturati,OTTIMO,P,2100,3100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,8,Capannoni industriali,OTTIMO,P,900,1100,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,7,Capannoni tipici,OTTIMO,P,800,1200,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,D,D36,MI00004783,10,Laboratori,NORMALE,P,750,1300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,20,Abitazioni civili,OTTIMO, ,2900,3500,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,20,Abitazioni civili,NORMALE,P,2200,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,21,Abitazioni di tipo economico,NORMALE,P,1650,2350,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,21,Abitazioni di tipo economico,OTTIMO, ,2400,2900,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,13,Box,NORMALE,P,1100,1600,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,1,Ville e Villini,NORMALE,P,1700,2400,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,1,Ville e Villini,OTTIMO, ,2450,2800,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,9,Magazzini,NORMALE,P,450,750,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,5,Negozi,NORMALE,P,900,1700,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,6,Uffici,OTTIMO,P,950,1550,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,18,Uffici strutturati,OTTIMO,P,1750,2300,L,2024-1
NORD-OVEST,LOMBARDIA,MI,3015146,C1AA, ,F205,MILANO,E,E5,MI00004784,8,Capannoni industriali,OTTIMO,P,600,850,L,2024-1
